Argument ID	WA	MACE-P	stance_WA	stance_WA_conf
A20002	1	0.969870963	1	1
A20003	0.815200976	0.322950092	1	1
A20004	0.841420104	0.852131534	-1	1
A20005	0.767525044	0.300301892	1	1
A20006	0.980690943	0.974605198	-1	0.892315329
A20007	0.856672874	0.912374494	-1	1
A20008	1	0.871289153	1	1
A20009	0.604592753	0.065456031	-1	1
A20010	1	0.994278558	1	1
A20011	0.58799159	0.009423518	-1	1
A20012	0.560377389	0.024437086	1	1
A20013	1	0.95842795	1	0.897849314
A20014	0.749501657	0.0191272	1	1
A20015	1	0.936016716	1	1
A20016	0.78704758	0.488256296	-1	0.893507068
A20017	1	0.90972735	1	1
A20018	0.880070765	0.67691325	1	1
A20019	0.983412941	0.999697076	1	1
A20020	0.829246575	0.756658111	-1	0.893167658
A20021	0.962500578	0.911446009	1	1
A20022	1	0.938568269	-1	1
A20023	0.539719216	0.001353775	1	1
A20024	0.679953516	0.220757718	1	1
A20025	0.661716988	0.186081478	-1	1
A20026	0.741471974	0.99351125	-1	1
A20027	0.898663363	0.791772141	1	1
A20028	0.92140274	0.999922064	1	1
A20029	0.809049862	0.349765506	-1	1
A20030	1	0.984780064	1	1
A20031	1	0.99986711	1	1
A20032	0.980397011	0.864492861	1	1
A20033	0.776859937	0.036470529	-1	0.928477972
A20034	0.603642188	0.023122164	-1	0.895887628
A20035	0.517020493	0.005564409	1	0.699965218
A20036	0.671905732	0.171319053	-1	0.927782811
A20037	0.610590306	0.058678558	1	0.416273907
A20038	0.533849729	0.02929772	1	1
A20039	0.867452954	0.474838619	1	0.798553367
A20040	0.670581531	0.091388839	-1	0.897403978
A20041	0.875026596	0.837426061	-1	1
A20042	1	0.999729882	1	0.944556094
A20043	0.876061567	0.413435207	-1	0.928497676
A20044	0.701987233	0.616804804	-1	0.906264208
A20045	1	0.926873855	-1	1
A20046	0.526167509	0.007637045	-1	0.790606122
A20047	0.948056897	0.907722077	-1	0.928461793
A20048	0.663932356	0.049266119	-1	0.714912368
A20049	1	0.997266112	1	1
A20050	0.760902859	0.378327659	-1	1
A20051	0.879227067	0.90313675	-1	1
A20052	0.8444605	0.457051909	1	1
A20053	0.732070408	0.114386372	1	1
A20054	0.915490071	0.999939336	-1	1
A20055	0.844924964	0.39580802	-1	0.888334765
A20056	1	0.99634611	1	1
A20057	0.93698805	0.634249411	-1	1
A20058	0.768611333	0.843163475	1	1
A20059	0.838316754	0.693314287	-1	0.893238279
A20060	0.818785065	0.512734385	-1	1
A20061	1	0.975258657	-1	1
A20062	1	0.998976286	-1	1
A20063	0.728351635	0.291614019	1	1
A20064	0.845284317	0.795669158	-1	1
A20065	0.617457831	0.415030922	1	1
A20066	0.88146386	0.596790852	1	1
A20067	1	0.96783319	-1	1
A20068	0.871353803	0.993152389	1	1
A20069	0.86887037	0.735909748	-1	0.899505321
A20070	0.643342704	0.082825961	1	0.90452569
A20071	0.88717172	0.407853984	1	1
A20072	0.908575235	0.907296427	1	1
A20073	1	0.887901747	1	1
A20074	0.755640194	0.417449541	1	1
A20075	0.887476472	0.593980107	1	1
A20076	0.811013865	0.473227721	-1	1
A20077	0.581850833	0.105152444	1	1
A20078	0.624243218	0.523715983	1	1
A20079	0.71666102	0.264712431	-1	1
A20080	1	0.999414686	1	1
A20081	0.707106312	0.527809224	1	1
A20082	1	0.997310722	-1	1
A20083	0.7372309	0.280144484	-1	0.927386362
A20084	0.836546121	0.627656867	1	1
A20085	0.859651025	0.549181981	1	1
A20086	0.577070558	0.537586926	1	0.898382713
A20087	1	0.822048638	1	0.910314107
A20088	1	0.906828898	1	1
A20089	0.791683595	0.733302819	1	0.899318278
A20090	0.922287165	0.824935343	-1	0.926152921
A20091	1	0.932836336	-1	0.790064932
A20092	0.902500132	0.948017314	1	1
A20093	0.566465479	0.073681379	-1	1
A20094	0.736764192	0.713817972	-1	0.898354468
A20095	0.7409447	0.058650975	1	1
A20096	0.833679367	0.97230138	-1	1
A20097	1	0.928872383	1	1
A20098	0.814296108	0.809421351	1	0.505208414
A20099	0.931460906	0.825275738	1	1
A20100	1	0.935081206	1	1
A20101	1	0.999425799	1	1
A20102	0.836261152	0.267377655	1	1
A20103	0.979330958	0.957512133	-1	0.893444277
A20104	1	0.768264726	1	1
A20105	1	0.9639943	1	1
A20106	0.567061554	0.07768364	-1	1
A20107	0.825128715	0.625614861	-1	1
A20108	0.914897752	0.82452559	-1	1
A20109	0.787537593	0.664195064	1	1
A20110	0.930253371	0.997297774	1	0.898781765
A20111	0.661985799	0.085937628	-1	0.89425973
A20112	0.878662616	0.783493412	-1	1
A20113	0.75288862	0.974617177	1	1
A20114	0.611222348	0.180494684	-1	1
A20115	1	0.837149796	1	1
A20116	0.860430706	0.790151861	1	1
A20117	1	0.977983514	-1	1
A20118	0.859401311	0.27933579	1	1
A20119	0.707485347	0.368019822	-1	1
A20120	1	0.999937872	-1	0.926985501
A20121	0.73302259	0.33151606	1	1
A20122	0.886594576	0.932650219	-1	1
A20123	0.728782404	0.310542848	1	0.690038783
A20124	0.881452939	0.691284524	1	0.89922334
A20125	0.522850499	0.022349949	1	1
A20126	0.872086533	0.796792087	-1	1
A20127	0.776014811	0.119818031	-1	1
A20128	1	0.974325507	-1	1
A20129	0.932274401	0.917154473	1	0.811099354
A20130	1	0.987250501	1	1
A20131	0.94740562	0.916128604	-1	1
A20132	0.506963383	0.039802022	-1	1
A20133	0.550689017	0.005668099	1	1
A20134	0.869289536	0.705186442	1	1
A20135	1	0.999991844	-1	1
A20136	0.902269216	0.71140324	1	1
A20137	1	0.999994594	1	1
A20138	0.627371951	0.047528149	1	1
A20139	1	0.961821196	-1	1
A20140	0.68051142	0.126081097	1	1
A20141	0.941199821	0.982550169	1	1
A20142	1	0.998899573	1	1
A20143	0.658284488	0.248991772	1	0.905528414
A20144	1	0.621970251	1	1
A20145	0.603528802	0.003244117	-1	0.729230826
A20146	0.537025032	0.428394848	1	1
A20147	1	0.638973968	1	1
A20148	1	0.933538757	-1	1
A20149	0.716946871	0.524470926	-1	1
A20150	0.868688398	0.965226065	-1	1
A20151	0.886113082	0.899355674	1	1
A20152	1	0.894885078	-1	0.704721639
A20153	0.815644297	0.44096457	-1	1
A20154	0.795701183	0.336379318	-1	0.887257565
A20155	0.513795779	0.030880057	-1	0.805628902
A20156	0.555272253	0.03728362	1	0.896394836
A20157	0.915863964	0.959750595	-1	1
A20158	0.936937035	0.942979649	-1	1
A20159	0.633031494	0.181912653	1	1
A20160	0.900468609	0.750403067	-1	1
A20161	0.627459951	0.032315609	1	1
A20162	0.809746292	0.193454405	-1	0.822722755
A20163	0.76643556	0.67651419	-1	1
A20164	1	0.796083714	-1	0.926517086
A20165	0.8626418	0.995414288	1	0.954668827
A20166	0.939774464	0.981680585	1	1
A20167	0.51988296	0.072660123	-1	0.592876361
A20168	0.909489719	0.870176407	1	0.891182499
A20169	1	0.677087828	1	0.786866587
A20170	1	0.688801813	-1	1
A20171	1	0.933518083	-1	1
A20172	0.913947327	0.86604939	1	1
A20173	0.765621774	0.961799998	1	0.899905608
A20174	0.791394326	0.451721437	-1	0.927639662
A20175	0.668361679	0.163603551	1	0.815810637
A20176	0.674504226	0.395864959	-1	1
A20177	0.883423908	0.841369616	1	1
A20178	0.544163999	0.059143954	-1	1
A20179	0.898067029	0.769352701	1	1
A20180	0.913863383	0.988650858	-1	1
A20181	0.925369749	0.967897969	-1	0.969129975
A20182	0.530041517	0.001049134	-1	1
A20183	0.877337477	0.759167563	1	1
A20184	0.904695698	0.999238889	-1	1
A20185	0.752054538	0.53374775	-1	1
A20186	1	0.801964132	1	1
A20187	0.620387141	0.781156305	-1	1
A20188	0.566527028	0.034351529	1	0.88735125
A20189	0.557501553	0.093421122	-1	1
A20190	1	0.996917279	1	1
A20191	1	0.933974518	1	1
A20192	0.897859387	0.683920525	1	1
A20193	0.660697956	0.802987316	1	1
A20194	1	0.93695478	1	1
A20195	0.586731199	0.010378729	-1	0.831465778
A20196	0.650851878	0.126170424	-1	1
A20197	0.98491706	0.935255552	-1	1
A20198	1	0.85230811	1	1
A20199	0.801726122	0.758290255	1	1
A20200	0.875417317	0.657046583	1	0.903015512
A20201	0.950680672	0.742472898	1	1
A20202	0.767070079	0.458410601	1	1
A20203	1	0.999961061	-1	1
A20204	0.921412071	0.908795383	-1	0.927373078
A20205	0.942934137	0.811093977	-1	1
A20206	0.671053273	0.027117167	1	0.895791915
A20207	0.58175561	0.004191757	1	1
A20208	0.825278996	0.176843136	-1	0.900465371
A20209	0.67767283	0.114185965	-1	0.925825549
A20210	1	0.990440142	-1	1
A20211	1	0.703547816	1	1
A20212	0.614175851	0.09379096	1	1
A20213	1	0.933968361	-1	1
A20214	0.822914701	0.291268767	1	0.895319747
A20215	1	0.926841196	1	1
A20216	0.867938346	0.554809146	-1	1
A20217	0.882962281	0.553311846	-1	0.92773373
A20218	1	0.926212812	1	1
A20219	0.841934971	0.771231158	1	1
A20220	0.95823884	0.724710373	-1	1
A20221	0.923615016	0.991624157	1	1
A20222	0.787601713	0.701355796	1	1
A20223	0.918893085	0.827629411	-1	0.927779939
A20224	0.898008771	0.912847256	1	1
A20225	0.749217652	0.607221584	1	1
A20226	1	0.904304878	-1	1
A20227	0.957237224	0.974684713	-1	1
A20228	0.783829337	0.37868225	-1	1
A20229	0.926642347	0.913261181	1	1
A20230	0.603924917	0.007180163	-1	0.705297193
A20231	0.916078897	0.853212872	-1	1
A20232	0.685444085	0.044717507	-1	1
A20233	0.511549286	0.043681721	-1	1
A20234	0.71972283	0.036301322	1	0.784268267
A20235	1	0.969546608	1	1
A20236	0.767757916	0.569629535	-1	0.926909393
A20237	0.916499166	0.809964437	-1	1
A20238	0.948596734	0.958150922	-1	1
A20239	1	0.895091914	1	1
A20240	0.72234759	0.488137333	-1	1
A20241	0.912613829	0.835109439	-1	0.926256655
A20242	0.706207609	0.110687535	-1	1
A20243	0.891752743	0.544644276	1	1
A20244	0.709892018	0.167790893	1	1
A20245	0.766679658	0.512330627	-1	1
A20246	0.837044394	0.284567611	-1	1
A20247	0.914804549	0.711698514	1	1
A20248	1	0.660154688	-1	0.901470364
A20249	0.748442851	0.307658599	1	1
A20250	0.723397784	0.301941725	1	1
A20251	1	0.984383215	-1	0.900552993
A20252	0.539022138	0.020979183	1	1
A20253	0.92388056	0.893624882	1	1
A20254	0.729472402	0.512932644	1	1
A20255	0.750097155	0.169069184	1	1
A20256	0.680186889	0.000545641	-1	1
A20257	0.639698128	0.335471617	-1	0.820091985
A20258	1	0.953850731	1	1
A20259	0.763974549	0.273450998	1	1
A20260	0.952161588	0.987596746	-1	1
A20261	0.774879516	0.661402901	1	1
A20262	0.661545748	0.413376723	-1	1
A20263	0.849352829	0.369623665	-1	0.926514461
A20264	1	0.992775403	1	1
A20265	0.674803144	0.074722691	-1	0.506718241
A20266	0.936621789	0.999879156	1	1
A20267	0.935772644	0.964840663	1	1
A20268	0.647913519	0.863917278	1	0.907975514
A20269	0.665350104	0.322190701	-1	0.830507164
A20270	0.911176578	0.653760909	-1	1
A20271	0.861135579	0.860268496	-1	1
A20272	0.886486278	0.567726162	-1	1
A20273	0.836995977	0.393045029	-1	1
A20274	0.883188929	0.888223304	-1	1
A20275	1	0.457677806	1	0.653713409
A20276	0.853581847	0.81404512	-1	1
A20277	0.979250757	0.974561793	1	1
A20278	0.87849448	0.679796246	1	1
A20279	0.759889443	0.249409156	1	1
A20280	1	0.761419039	1	1
A20281	0.681478031	0.454280229	-1	1
A20282	0.890813007	0.835580813	1	1
A20283	0.706991181	0.173469997	1	1
A20284	0.652628125	0.142985823	1	1
A20285	0.870789685	0.999245559	1	1
A20286	0.906932556	0.82701983	-1	0.607671953
A20287	0.527010423	0.220405009	-1	0.903978207
A20288	1	0.939521466	1	0.914001018
A20289	0.957403289	0.991293702	-1	0.963469135
A20290	0.956774768	0.770773044	-1	0.92816499
A20291	0.616656597	0.003473414	1	1
A20292	0.829619809	0.869707085	-1	1
A20293	0.864976433	0.91627162	-1	1
A20294	0.753297632	0.087052791	-1	1
A20295	0.667191346	0.352388066	1	1
A20296	0.785367339	0.513101325	-1	1
A20297	0.754097873	0.658009422	-1	1
A20298	0.661164292	0.075479795	1	1
A20299	0.91252237	0.615148036	1	1
A20300	0.545487745	0.21801811	1	0.884037855
A20301	1	0.998324362	-1	1
A20302	0.847875713	0.498785502	-1	0.899939002
A20303	1	0.883706665	1	1
A20304	0.823156143	0.525336442	1	0.885334263
A20305	0.825548148	0.503730993	-1	1
A20306	0.978156559	0.849530407	1	1
A20307	0.542282702	0.003908819	1	0.587165685
A20308	1	0.937196376	1	1
A20309	0.649017847	0.0030696	1	1
A20310	1	0.98425119	1	1
A20311	0.851374346	0.837578971	-1	1
A20312	0.848264255	0.778861549	1	1
A20313	1	0.98890649	1	1
A20314	1	0.990002386	1	1
A20315	0.869931078	0.824427963	1	1
A20316	0.610425183	0.140129473	1	1
A20317	1	0.982397259	-1	0.928438945
A20318	0.847311545	0.912604247	1	1
A20319	0.821051488	0.999869143	-1	0.81418503
A20320	0.59217922	0.057287166	1	1
A20321	0.757222472	0.403699473	-1	1
A20322	0.8684607	0.732177813	-1	0.72772688
A20323	1	0.611245244	1	1
A20324	0.90935983	0.697264288	-1	0.890381296
A20325	0.661317999	0.647334942	-1	1
A20326	0.801721356	0.993825587	-1	0.928116519
A20327	1	0.991819835	-1	1
A20328	0.755308464	0.349120496	1	1
A20329	0.903847206	0.822962338	1	1
A20330	1	0.881082023	-1	0.927925879
A20331	1	0.923185247	1	1
A20332	0.880165821	0.729503221	1	1
A20333	1	0.944356563	-1	0.927809403
A20334	0.733353156	0.76632668	1	1
A20335	0.825733658	0.689331574	1	1
A20336	0.880621988	0.671809614	-1	1
A20337	1	0.871200907	1	0.898808982
A20338	0.610429382	0.016225555	1	1
A20339	0.733311564	0.281407781	-1	0.907115856
A20340	0.975068741	0.591856636	-1	1
A20341	1	0.999865006	-1	1
A20342	0.618290222	0.057645837	-1	1
A20343	0.714162559	0.732449506	1	0.796768738
A20344	1	0.997636557	1	0.896956667
A20345	0.858552005	0.824410335	1	1
A20346	0.904661628	0.988891931	-1	1
A20347	0.569518306	0.032565793	1	0.89408222
A20348	0.825388129	0.745089204	1	0.801885284
A20349	0.747666505	0.075668065	1	1
A20350	0.791488167	0.821991835	-1	0.91815
A20351	1	0.996995596	1	0.896080822
A20352	0.857382739	0.704996667	1	1
A20353	0.608829621	0.153121519	-1	1
A20354	0.827894438	0.837016701	-1	1
A20355	1	0.933089091	-1	0.90930991
A20356	0.659249714	0.022015542	-1	1
A20357	1	0.950821616	1	1
A20358	1	0.910986985	-1	0.878789675
A20359	0.703089739	0.489451215	1	0.673888932
A20360	0.942993177	0.703590319	-1	1
A20361	1	0.939536839	1	1
A20362	0.502046578	0.044934722	-1	1
A20363	1	0.978190948	1	0.803241404
A20364	1	0.822014381	1	1
A20365	1	0.93697187	1	1
A20366	0.856307058	0.959241202	1	1
A20367	1	0.766735725	1	1
A20368	1	0.982230845	1	1
A20369	0.917941452	0.999741985	1	1
A20370	0.535109648	0.031993002	1	1
A20371	0.704720986	0.352800319	-1	0.909861433
A20372	0.736889877	0.818637926	1	1
A20373	0.912830733	0.861344757	-1	1
A20374	0.834479605	0.350593226	-1	1
A20375	0.950680672	0.742472898	1	1
A20376	0.865345979	0.898568676	-1	0.965655422
A20377	0.904129228	0.831511407	-1	0.902486953
A20378	0.714831421	0.999613385	1	1
A20379	0.87451883	0.881640372	-1	0.905358847
A20380	0.88108555	0.461062187	1	1
A20381	0.853555167	0.998868511	-1	0.906159697
A20382	0.699100887	0.489134501	1	1
A20383	0.647497422	0.80844094	1	1
A20384	0.803961491	0.49252964	1	1
A20385	0.567760378	0.254381709	-1	1
A20386	0.755982012	0.484282514	1	1
A20387	1	0.965623473	1	1
A20388	0.824063134	0.501874303	1	1
A20389	0.853935846	0.406639187	1	1
A20390	0.939612885	0.9991496	1	0.899421123
A20391	0.501728863	0.008714649	1	1
A20392	0.748202111	0.274911946	-1	1
A20393	0.867350262	0.721730735	-1	0.500193321
A20394	0.915660212	0.916855418	-1	1
A20395	0.551848302	0.006834696	1	1
A20396	0.888107349	0.282476839	-1	0.926835738
A20397	0.8684607	0.732177813	1	1
A20398	1	0.999920377	1	0.942605414
A20399	0.87548965	0.889480636	-1	1
A20400	1	0.815381084	1	0.800806395
A20401	0.979918682	0.994937778	-1	1
A20402	0.903394779	0.883507869	-1	1
A20403	1	0.980372069	1	1
A20404	0.978057744	0.637506337	-1	1
A20405	0.648371173	0.016791163	1	0.696007496
A20406	0.606647842	0.082323562	1	0.894153301
A20407	0.852554461	0.928172191	1	1
A20408	0.840483545	0.426464567	1	1
A20409	0.786176565	0.389291753	-1	1
A20410	0.602725248	0.083863371	1	0.911946637
A20411	0.611340983	0.065984801	1	1
A20412	0.796323597	0.748287983	-1	1
A20413	0.570022635	0.084171153	-1	1
A20414	0.870789685	0.993346813	-1	1
A20415	1	0.999583744	-1	1
A20416	0.875516265	0.772422919	-1	0.900103052
A20417	0.806608696	0.477066154	1	1
A20418	0.611407107	0.289597309	-1	0.815194231
A20419	0.827100667	0.891986113	-1	1
A20420	0.886209728	0.773608025	1	1
A20421	0.57084736	0.006659093	1	0.908937207
A20422	1	0.99123334	-1	1
A20423	0.785529765	0.284788849	-1	1
A20424	0.871129663	0.902348236	-1	1
A20425	1	0.676086814	-1	1
A20426	0.868219894	0.947987521	1	1
A20427	1	0.965250339	1	1
A20428	1	0.996702272	1	1
A20429	1	0.58550222	1	1
A20430	0.90187392	0.893042973	1	1
A20431	0.795108603	0.846278642	-1	0.904763908
A20432	0.812397056	0.924218644	1	0.901500089
A20433	0.66338956	0.157520759	1	1
A20434	0.856669842	0.680184062	1	1
A20435	0.943990939	0.825768288	-1	1
A20436	0.771528583	0.184030831	1	1
A20437	0.778902939	0.384149225	-1	1
A20438	0.878387935	0.628609684	-1	1
A20439	0.6541034	0.052584183	1	1
A20440	0.936995958	0.95829419	-1	1
A20441	0.629177202	0.096865227	1	1
A20442	1	0.948314738	-1	0.927271602
A20443	1	0.883209842	1	1
A20444	1	0.977689507	-1	1
A20445	0.90908529	0.695414185	-1	1
A20446	0.723084258	0.170072361	1	1
A20447	0.935141026	0.999232758	-1	1
A20448	0.948056466	0.794530504	-1	0.927484061
A20449	0.831653492	0.588006932	1	1
A20450	0.984691778	0.967662464	-1	1
A20451	0.788536248	0.528703565	-1	1
A20452	0.927950393	0.979976242	1	1
A20453	0.727971229	0.275296207	-1	0.892484368
A20454	0.98012319	0.981929178	1	1
A20455	0.845763438	0.887556133	-1	1
A20456	1	0.999968172	-1	1
A20457	1	0.975511175	1	1
A20458	0.891019341	0.900222319	1	1
A20459	0.779459701	0.719174203	1	1
A20460	0.849339788	0.952147939	-1	1
A20461	0.764515966	0.34637527	1	1
A20462	0.863168579	0.805142027	1	1
A20463	0.670448425	0.058230628	1	0.89648418
A20464	1	0.938720358	1	1
A20465	1	0.980145893	1	1
A20466	0.713027864	0.15558035	1	1
A20467	0.559788784	0.235970559	-1	1
A20468	1	0.77393778	1	1
A20469	0.856799177	0.966708951	1	1
A20470	0.926959626	0.942998095	-1	0.800587786
A20471	0.815880422	0.616776634	1	0.788869264
A20472	0.534078956	0.052289934	-1	1
A20473	1	0.88322769	-1	1
A20474	0.533890067	0.040165273	-1	0.452470046
A20475	0.771857954	0.152610864	-1	1
A20476	0.88472014	0.827824884	1	1
A20477	0.670457996	0.002311922	-1	1
A20478	1	0.986471245	1	1
A20479	0.686775066	0.119741837	1	1
A20480	0.952153901	0.917485371	-1	1
A20481	0.74136632	0.059156302	-1	0.902291358
A20482	0.752640014	0.215650541	1	1
A20483	1	0.840477137	-1	1
A20484	1	0.843845712	1	1
A20485	0.686395023	0.00483273	-1	1
A20486	0.73062281	0.085941894	1	1
A20487	0.859378727	0.603430102	-1	1
A20488	1	0.981558034	-1	1
A20489	1	0.808783086	-1	1
A20490	1	0.916728424	1	1
A20491	0.656688396	0.131162073	1	1
A20492	0.892478971	0.998596623	-1	1
A20493	0.735603049	0.37301399	1	0.890395183
A20494	0.730827222	0.359086279	1	1
A20495	0.860557106	0.755364551	-1	1
A20496	0.912421872	0.996034765	1	1
A20497	1	0.61340682	1	0.792438983
A20498	1	0.929258248	1	1
A20499	0.899242418	0.836399854	1	1
A20500	0.925206736	0.869730504	1	1
A21001	1	0.838721326	-1	1
A21002	0.664404459	0.078566377	-1	1
A21003	0.750081561	0.407515154	1	1
A21004	0.864976457	0.635277321	1	1
A21005	0.905483102	0.604607046	1	0.810416812
A21006	0.691791354	0.011292201	-1	0.899277472
A21007	0.976689376	0.548867601	-1	1
A21008	0.771369774	0.648416975	-1	1
A21009	0.973683652	0.903243629	-1	1
A21010	0.62788732	0.000752556	-1	1
A21011	0.546013201	0.011398181	1	1
A21012	1	0.995803233	-1	1
A21013	0.658531755	0.348517325	1	0.600681421
A21014	1	0.916790048	-1	1
A21015	0.891973708	0.900694306	-1	1
A21016	0.781920092	0.472767834	1	0.801246282
A21017	0.813545044	0.67209411	-1	1
A21018	0.845726911	0.758371021	1	1
A21019	0.810854113	0.749094779	1	1
A21020	1	0.985302607	-1	0.911193613
A21021	1	0.999985969	-1	1
A21022	0.872708227	0.996700455	1	1
A21023	1	0.978262563	-1	1
A21024	1	0.954752797	1	1
A21025	1	0.994312758	1	1
A21026	1	0.92777911	1	1
A21027	1	0.91177845	-1	1
A21028	0.913643769	0.649606251	1	1
A21029	0.541369958	0.004946935	1	0.890538851
A21030	0.882306199	0.913254797	-1	1
A21031	1	0.861209981	1	1
A21032	0.771913459	0.113834337	1	1
A21033	1	0.996180827	-1	1
A21034	0.747727285	0.425729828	-1	0.894792548
A21035	0.543089009	0.002904714	1	0.484792093
A21036	0.804799516	0.814508264	-1	1
A21037	0.786340545	0.827705801	-1	1
A21038	0.72021242	2.91e-06	1	1
A21039	1	0.997839371	1	1
A21040	0.973436928	0.914965335	-1	1
A21041	0.753658043	0.397791029	1	1
A21042	0.908251907	0.822915148	1	1
A21043	0.724238452	0.852513639	-1	1
A21044	0.959246223	0.965990423	-1	1
A21045	0.821549632	0.784821129	-1	1
A21046	0.846979785	0.725204065	-1	1
A21047	0.889536428	0.813284859	1	1
A21048	0.755037882	0.235636544	-1	0.802623957
A21049	0.631776081	0.250688583	1	0.799326135
A21050	0.841903315	0.987150523	-1	1
A21051	0.714014498	0.33428042	-1	1
A21052	0.793900109	0.874835384	-1	1
A21053	1	0.993121549	1	1
A21054	0.978385325	0.90114872	1	1
A21055	0.688050867	0.185630188	-1	1
A21056	0.763978576	0.715191661	1	1
A21057	1	0.983376763	-1	0.906411108
A21058	0.936562932	0.738065449	1	0.79761091
A21059	0.834054732	0.213424741	-1	1
A21060	0.599347714	0.019614659	-1	0.88604241
A21061	0.802701718	0.982099427	-1	1
A21062	0.60205897	0.018377956	1	1
A21063	0.910267111	0.91974909	1	1
A21064	0.946203295	0.552876263	-1	1
A21065	0.855891591	0.560659602	-1	0.928485078
A21066	0.977866047	0.872104438	-1	1
A21067	1	0.860280688	-1	1
A21068	0.884742636	0.770512679	-1	1
A21069	1	0.95375334	-1	0.83325756
A21070	0.906639062	0.690032942	-1	1
A21071	1	0.87573001	1	1
A21072	1	0.91257727	-1	0.902661503
A21073	0.710286996	0.633789997	1	0.907979514
A21074	0.594158434	0.11836482	-1	0.892215984
A21075	1	0.949771391	-1	0.895542078
A21076	0.78805407	0.37249161	1	0.888583876
A21077	0.786729104	0.500331664	1	1
A21078	0.776905667	0.478051578	-1	0.902245196
A21079	1	0.93606516	1	1
A21080	0.732310722	0.255704155	1	1
A21081	0.583787439	0.02690407	-1	1
A21082	1	0.777217934	1	1
A21083	0.947990764	0.992884518	1	1
A21084	0.879018154	0.639890181	1	1
A21085	0.913685375	0.902859105	-1	1
A21086	0.852642172	0.65305485	-1	0.927556351
A21087	0.740262787	0.360689121	-1	0.827970689
A21088	0.635129381	0.117008732	-1	0.831691881
A21089	0.981887712	0.980607769	1	1
A21090	0.621258332	0.011084998	1	1
A21091	0.707773612	0.357178778	1	0.894576549
A21092	1	0.947591769	1	1
A21093	0.891418739	0.989052327	1	1
A21094	0.877419152	0.989240822	1	1
A21095	0.73610051	0.700416934	-1	1
A21096	0.583769529	0.023575745	-1	1
A21097	0.726307348	0.195764021	1	0.908361592
A21098	0.671905057	0.778073765	-1	1
A21099	0.764343906	0.542643425	1	1
A21100	0.630709528	0.021080015	-1	1
A21101	0.878343646	0.923560381	1	0.887499891
A21102	0.56094302	0.478241041	-1	1
A21103	1	0.910986985	-1	1
A21104	1	0.753431913	1	1
A21105	1	0.883645866	1	1
A21106	0.646554939	0.029459428	1	1
A21107	1	0.95037756	1	1
A21108	1	0.967304397	-1	1
A21109	1	0.99933312	1	1
A21110	0.55356843	0.129810426	1	1
A21111	0.892648219	0.999829531	1	1
A21112	0.825981482	0.848709343	1	1
A21113	0.793007241	0.890779154	-1	1
A21114	0.786192344	0.950116002	-1	0.900706029
A21115	0.716467113	0.588230593	-1	1
A21116	0.920298922	0.99987839	-1	1
A21117	0.916248327	0.818858287	-1	1
A21118	0.776927245	0.646033997	-1	1
A21119	0.852905467	0.605526253	1	0.75413955
A21120	0.798676664	0.395128609	-1	1
A21121	0.517200914	0.008132087	1	0.89789935
A21122	0.591085433	0.171026321	-1	1
A21123	0.869163898	0.247597773	1	1
A21124	0.865665203	0.941814136	-1	1
A21125	0.881548324	0.856123666	1	1
A21126	0.642284766	0.00221299	-1	1
A21127	0.799065964	0.574746532	-1	1
A21128	1	0.947964961	1	1
A21129	0.547977215	0.005110811	-1	0.927200369
A21130	0.948179343	0.999888818	-1	1
A21131	0.911482069	0.538691607	-1	1
A21132	0.633603082	0.214772796	1	0.690319236
A21133	0.840982117	0.49310026	-1	1
A21134	1	0.90043273	-1	1
A21135	0.91023448	0.846400469	1	0.92828543
A21136	0.830349308	0.91405774	1	0.702401423
A21137	0.691049977	0.263742756	-1	1
A21138	0.858036002	0.881847255	-1	1
A21139	0.706586356	0.679120594	1	1
A21140	0.671699789	0.460612223	-1	1
A21141	0.902269216	0.71140324	1	1
A21142	1	0.949940894	1	1
A21143	1	0.944384724	1	1
A21144	1	0.980034441	-1	1
A21145	1	0.986392	-1	0.812444685
A21146	0.832899046	0.897921295	1	0.899192557
A21147	0.872666071	0.489599903	1	1
A21148	0.686977718	0.146608718	-1	0.912925905
A21149	0.658195828	0.164238535	1	1
A21150	1	0.991738495	1	1
A21151	1	0.995698431	-1	1
A21152	0.980352773	0.977978562	1	0.894778293
A21153	0.599672411	0.107335175	-1	0.700728988
A21154	0.570173588	0.084278728	1	0.883923374
A21155	1	0.958193826	-1	1
A21156	1	0.999926337	1	1
A21157	0.641788954	0.027775955	1	0.799447818
A21158	0.558212075	0.098479557	-1	1
A21159	0.891418739	0.816667614	-1	1
A21160	0.884486921	0.996884228	-1	1
A21161	0.801571092	0.213611712	-1	1
A21162	0.65525482	0.41249706	1	1
A21163	0.764334117	0.01997081	1	1
A21164	1	0.912040071	-1	1
A21165	0.71483337	0.105891745	-1	1
A21166	1	0.893684327	1	0.696196524
A21167	0.863660812	0.39444097	-1	0.927672005
A21168	0.842173708	0.563176722	-1	1
A21169	0.720954514	0.444325527	-1	1
A21170	0.809642233	0.576779508	1	1
A21171	0.897990477	0.951534886	1	1
A21172	1	0.854490948	1	1
A21173	0.773535228	0.260234714	-1	0.928580847
A21174	0.762141974	0.452121484	-1	1
A21175	0.677164271	0.454813063	1	1
A21176	0.981377622	0.861131791	1	1
A21177	0.772172717	0.399721859	1	1
A21178	1	0.703487254	-1	1
A21179	0.973740364	0.946436981	1	0.897171985
A21180	0.911370274	0.87618413	1	0.891699451
